COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Yuba,2015,Age groups,65+ years,65+ years,37,42,
California,2015,Race/ethnicity,White,All ages,"54,967",40.1,
Alameda,2015,Race/ethnicity,White,All ages,"1,549",32,
Alpine,2015,Race/ethnicity,White,All ages,0,0,
Amador,2015,Race/ethnicity,White,All ages,161,63.8,
Butte,2015,Race/ethnicity,White,All ages,764,53.3,
Calaveras,2015,Race/ethnicity,White,All ages,156,50.1,
Colusa,2015,Race/ethnicity,White,All ages,37,55.1,
Contra Costa,2015,Race/ethnicity,White,All ages,"1,906",40.4,
Del Norte,2015,Race/ethnicity,White,All ages,110,72.9,
El Dorado,2015,Race/ethnicity,White,All ages,318,25.8,
Fresno,2015,Race/ethnicity,White,All ages,"1,951",72.7,
Glenn,2015,Race/ethnicity,White,All ages,73,53.9,
Humboldt,2015,Race/ethnicity,White,All ages,634,65.5,
Imperial,2015,Race/ethnicity,White,All ages,174,73.8,
Inyo,2015,Race/ethnicity,White,All ages,52,50.8,
Kern,2015,Race/ethnicity,White,All ages,"1,851",56.9,
Kings,2015,Race/ethnicity,White,All ages,444,87.6,
Lake,2015,Race/ethnicity,White,All ages,344,83.6,
Lassen,2015,Race/ethnicity,White,All ages,126,57.3,
Los Angeles,2015,Race/ethnicity,White,All ages,"8,625",35.4,
Madera,2015,Race/ethnicity,White,All ages,229,46.6,
Marin,2015,Race/ethnicity,White,All ages,324,19.5,
Mariposa,2015,Race/ethnicity,White,All ages,69,51.7,
Mendocino,2015,Race/ethnicity,White,All ages,348,70.2,
Merced,2015,Race/ethnicity,White,All ages,702,85.7,
Modoc,2015,Race/ethnicity,White,All ages,42,72.8,
Mono,2015,Race/ethnicity,White,All ages,27,36,
Monterey,2015,Race/ethnicity,White,All ages,464,44.7,
Napa,2015,Race/ethnicity,White,All ages,318,46,
Nevada,2015,Race/ethnicity,White,All ages,329,50.9,
Orange,2015,Race/ethnicity,White,All ages,"4,025",33.8,
Placer,2015,Race/ethnicity,White,All ages,843,33.8,
Plumas,2015,Race/ethnicity,White,All ages,68,48.7,
Riverside,2015,Race/ethnicity,White,All ages,"3,279",40.7,
Sacramento,2015,Race/ethnicity,White,All ages,"3,266",49.7,
San Benito,2015,Race/ethnicity,White,All ages,92,61.5,
San Bernardino,2015,Race/ethnicity,White,All ages,"3,552",54.9,
San Diego,2015,Race/ethnicity,White,All ages,"3,698",26.2,
San Francisco,2015,Race/ethnicity,White,All ages,816,26.4,
San Joaquin,2015,Race/ethnicity,White,All ages,"1,335",58,
San Luis Obispo,2015,Race/ethnicity,White,All ages,613,39.3,
San Mateo,2015,Race/ethnicity,White,All ages,805,28.5,
Santa Barbara,2015,Race/ethnicity,White,All ages,632,36.8,
Santa Clara,2015,Race/ethnicity,White,All ages,"1,753",30.1,
Santa Cruz,2015,Race/ethnicity,White,All ages,428,30.7,
Shasta,2015,Race/ethnicity,White,All ages,852,65.7,
Sierra,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2015,Race/ethnicity,White,All ages,136,50.5,
Solano,2015,Race/ethnicity,White,All ages,"1,082",69.1,
Sonoma,2015,Race/ethnicity,White,All ages,"1,196",39.7,
Stanislaus,2015,Race/ethnicity,White,All ages,"1,370",59.1,
Sutter,2015,Race/ethnicity,White,All ages,176,37.8,
Tehama,2015,Race/ethnicity,White,All ages,227,58.1,
Trinity,2015,Race/ethnicity,White,All ages,62,74.7,
Tulare,2015,Race/ethnicity,White,All ages,482,34.5,
Tuolumne,2015,Race/ethnicity,White,All ages,224,59.9,
Ventura,2015,Race/ethnicity,White,All ages,"1,162",33.1,
Yolo,2015,Race/ethnicity,White,All ages,378,41,
Yuba,2015,Race/ethnicity,White,All ages,226,53,
California,2015,Race/ethnicity,Black,All ages,"38,416",177.3,
Alameda,2015,Race/ethnicity,Black,All ages,"4,051",218.5,
Alpine,2015,Race/ethnicity,Black,All ages,0,0,
Amador,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2015,Race/ethnicity,Black,All ages,91,286.6,
Calaveras,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2015,Race/ethnicity,Black,All ages,"2,150",232.7,
Del Norte,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2015,Race/ethnicity,Black,All ages,19,176.3,
Fresno,2015,Race/ethnicity,Black,All ages,775,153,
Glenn,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2015,Race/ethnicity,Black,All ages,49,379.6,
Imperial,2015,Race/ethnicity,Black,All ages,48,119.3,
Inyo,2015,Race/ethnicity,Black,All ages,0,0,
Kern,2015,Race/ethnicity,Black,All ages,"1,039",201.5,
Kings,2015,Race/ethnicity,Black,All ages,167,177.7,
Lake,2015,Race/ethnicity,Black,All ages,21,221.7,
Lassen,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2015,Race/ethnicity,Black,All ages,"13,260",175.8,
Madera,2015,Race/ethnicity,Black,All ages,70,194.6,
Marin,2015,Race/ethnicity,Black,All ages,54,87.8,
Mariposa,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2015,Race/ethnicity,Black,All ages,13,180.4,
Merced,2015,Race/ethnicity,Black,All ages,284,361.6,
Modoc,2015,Race/ethnicity,Black,All ages,0,0,
Mono,2015,Race/ethnicity,Black,All ages,0,0,
Monterey,2015,Race/ethnicity,Black,All ages,135,161.4,
Napa,2015,Race/ethnicity,Black,All ages,26,135.9,
Nevada,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2015,Race/ethnicity,Black,All ages,610,126,
Placer,2015,Race/ethnicity,Black,All ages,43,112.5,
Plumas,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2015,Race/ethnicity,Black,All ages,"1,996",139.5,
Sacramento,2015,Race/ethnicity,Black,All ages,"3,440",229.9,
San Benito,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2015,Race/ethnicity,Black,All ages,"2,935",154.9,
San Diego,2015,Race/ethnicity,Black,All ages,"1,883",129.8,
San Francisco,2015,Race/ethnicity,Black,All ages,994,227.5,
San Joaquin,2015,Race/ethnicity,Black,All ages,"1,194",215.7,
San Luis Obispo,2015,Race/ethnicity,Black,All ages,45,132.3,
San Mateo,2015,Race/ethnicity,Black,All ages,132,67.7,
Santa Barbara,2015,Race/ethnicity,Black,All ages,115,151.5,
Santa Clara,2015,Race/ethnicity,Black,All ages,602,117.5,
Santa Cruz,2015,Race/ethnicity,Black,All ages,22,87.4,
Shasta,2015,Race/ethnicity,Black,All ages,24,148.8,
Sierra,2015,Race/ethnicity,Black,All ages,0,0,
Siskiyou,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2015,Race/ethnicity,Black,All ages,"1,228",232.8,
Sonoma,2015,Race/ethnicity,Black,All ages,97,121.5,
Stanislaus,2015,Race/ethnicity,Black,All ages,379,280.5,
Sutter,2015,Race/ethnicity,Black,All ages,21,131.3,
Tehama,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2015,Race/ethnicity,Black,All ages,0,0,
Tulare,2015,Race/ethnicity,Black,All ages,70,129.5,
Tuolumne,2015,Race/ethnicity,Black,All ages,11,,Rate not available due to statistical instability
Ventura,2015,Race/ethnicity,Black,All ages,156,141.2,
Yolo,2015,Race/ethnicity,Black,All ages,62,108,
Yuba,2015,Race/ethnicity,Black,All ages,29,135,
California,2015,Race/ethnicity,Hispanic,All ages,"77,639",48.8,
Alameda,2015,Race/ethnicity,Hispanic,All ages,"2,263",57.7,
Alpine,2015,Race/ethnicity,Hispanic,All ages,0,0,
Amador,2015,Race/ethnicity,Hispanic,All ages,24,53.8,
Butte,2015,Race/ethnicity,Hispanic,All ages,121,33.5,
Calaveras,2015,Race/ethnicity,Hispanic,All ages,21,37.7,
Colusa,2015,Race/ethnicity,Hispanic,All ages,54,34.9,
Contra Costa,2015,Race/ethnicity,Hispanic,All ages,"1,937",68.2,
Del Norte,2015,Race/ethnicity,Hispanic,All ages,15,26.1,
El Dorado,2015,Race/ethnicity,Hispanic,All ages,101,41.7,
Fresno,2015,Race/ethnicity,Hispanic,All ages,"4,827",83.8,
Glenn,2015,Race/ethnicity,Hispanic,All ages,39,33.9,
Humboldt,2015,Race/ethnicity,Hispanic,All ages,40,25.7,
Imperial,2015,Race/ethnicity,Hispanic,All ages,"1,139",70.4,
Inyo,2015,Race/ethnicity,Hispanic,All ages,23,47.7,
Kern,2015,Race/ethnicity,Hispanic,All ages,"2,694",53.4,
Kings,2015,Race/ethnicity,Hispanic,All ages,592,70.7,
Lake,2015,Race/ethnicity,Hispanic,All ages,79,70,
Lassen,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2015,Race/ethnicity,Hispanic,All ages,"25,709",50,
Madera,2015,Race/ethnicity,Hispanic,All ages,704,68.8,
Marin,2015,Race/ethnicity,Hispanic,All ages,118,27.2,
Mariposa,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2015,Race/ethnicity,Hispanic,All ages,82,33.3,
Merced,2015,Race/ethnicity,Hispanic,All ages,"1,355",82.2,
Modoc,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2015,Race/ethnicity,Hispanic,All ages,16,32,
Monterey,2015,Race/ethnicity,Hispanic,All ages,"1,393",51,
Napa,2015,Race/ethnicity,Hispanic,All ages,168,32.4,
Nevada,2015,Race/ethnicity,Hispanic,All ages,14,15.1,
Orange,2015,Race/ethnicity,Hispanic,All ages,"4,274",36.5,
Placer,2015,Race/ethnicity,Hispanic,All ages,137,23.5,
Plumas,2015,Race/ethnicity,Hispanic,All ages,21,134.6,
Riverside,2015,Race/ethnicity,Hispanic,All ages,"4,192",36.6,
Sacramento,2015,Race/ethnicity,Hispanic,All ages,"2,046",59.2,
San Benito,2015,Race/ethnicity,Hispanic,All ages,183,49.6,
San Bernardino,2015,Race/ethnicity,Hispanic,All ages,"5,105",45.3,
San Diego,2015,Race/ethnicity,Hispanic,All ages,"4,392",37.7,
San Francisco,2015,Race/ethnicity,Hispanic,All ages,593,48.5,
San Joaquin,2015,Race/ethnicity,Hispanic,All ages,"1,699",56.9,
San Luis Obispo,2015,Race/ethnicity,Hispanic,All ages,236,35.3,
San Mateo,2015,Race/ethnicity,Hispanic,All ages,"1,154",58.3,
Santa Barbara,2015,Race/ethnicity,Hispanic,All ages,921,42.6,
Santa Clara,2015,Race/ethnicity,Hispanic,All ages,"2,872",54.5,
Santa Cruz,2015,Race/ethnicity,Hispanic,All ages,441,45.6,
Shasta,2015,Race/ethnicity,Hispanic,All ages,64,33.5,
Sierra,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2015,Race/ethnicity,Hispanic,All ages,12,22.7,
Solano,2015,Race/ethnicity,Hispanic,All ages,656,59.3,
Sonoma,2015,Race/ethnicity,Hispanic,All ages,508,37,
Stanislaus,2015,Race/ethnicity,Hispanic,All ages,"1,296",53.1,
Sutter,2015,Race/ethnicity,Hispanic,All ages,91,27.9,
Tehama,2015,Race/ethnicity,Hispanic,All ages,77,50.4,
Trinity,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2015,Race/ethnicity,Hispanic,All ages,"1,273",38.1,
Tuolumne,2015,Race/ethnicity,Hispanic,All ages,15,22.5,
Ventura,2015,Race/ethnicity,Hispanic,All ages,"1,443",37.4,
Yolo,2015,Race/ethnicity,Hispanic,All ages,313,48.7,
Yuba,2015,Race/ethnicity,Hispanic,All ages,62,29.2,
California,2015,Race/ethnicity,Asian/PI,All ages,"9,676",19.4,
Alameda,2015,Race/ethnicity,Asian/PI,All ages,957,23,
Alpine,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Amador,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Butte,2015,Race/ethnicity,Asian/PI,All ages,19,21.1,
Calaveras,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Contra Costa,2015,Race/ethnicity,Asian/PI,All ages,401,26.3,
Del Norte,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2015,Race/ethnicity,Asian/PI,All ages,12,18.4,
Fresno,2015,Race/ethnicity,Asian/PI,All ages,237,25.5,
Glenn,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Kern,2015,Race/ethnicity,Asian/PI,All ages,79,23.5,
Kings,2015,Race/ethnicity,Asian/PI,All ages,11,,Rate not available due to statistical instability
Lake,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Los Angeles,2015,Race/ethnicity,Asian/PI,All ages,"2,360",18,
Madera,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2015,Race/ethnicity,Asian/PI,All ages,25,17.4,
Mariposa,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Mendocino,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2015,Race/ethnicity,Asian/PI,All ages,33,20.3,
Modoc,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Mono,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Monterey,2015,Race/ethnicity,Asian/PI,All ages,86,31.9,
Napa,2015,Race/ethnicity,Asian/PI,All ages,34,34,
Nevada,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Orange,2015,Race/ethnicity,Asian/PI,All ages,814,14.8,
Placer,2015,Race/ethnicity,Asian/PI,All ages,42,15.4,
Plumas,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Riverside,2015,Race/ethnicity,Asian/PI,All ages,182,13.5,
Sacramento,2015,Race/ethnicity,Asian/PI,All ages,749,33.4,
San Benito,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2015,Race/ethnicity,Asian/PI,All ages,214,17.4,
San Diego,2015,Race/ethnicity,Asian/PI,All ages,668,19.4,
San Francisco,2015,Race/ethnicity,Asian/PI,All ages,498,20.4,
San Joaquin,2015,Race/ethnicity,Asian/PI,All ages,328,32,
San Luis Obispo,2015,Race/ethnicity,Asian/PI,All ages,11,,Rate not available due to statistical instability
San Mateo,2015,Race/ethnicity,Asian/PI,All ages,361,18.5,
Santa Barbara,2015,Race/ethnicity,Asian/PI,All ages,38,23.5,
Santa Clara,2015,Race/ethnicity,Asian/PI,All ages,943,16,
Santa Cruz,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2015,Race/ethnicity,Asian/PI,All ages,20,33.8,
Sierra,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Siskiyou,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2015,Race/ethnicity,Asian/PI,All ages,212,33.3,
Sonoma,2015,Race/ethnicity,Asian/PI,All ages,32,16.9,
Stanislaus,2015,Race/ethnicity,Asian/PI,All ages,59,21,
Sutter,2015,Race/ethnicity,Asian/PI,All ages,31,20.7,
Tehama,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2015,Race/ethnicity,Asian/PI,All ages,0,0,
Tulare,2015,Race/ethnicity,Asian/PI,All ages,23,14.1,
Tuolumne,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2015,Race/ethnicity,Asian/PI,All ages,76,13.8,
Yolo,2015,Race/ethnicity,Asian/PI,All ages,58,33.8,
Yuba,2015,Race/ethnicity,Asian/PI,All ages,14,37.9,
California,2015,Race/ethnicity,AI/AN,All ages,765,47,
Alameda,2015,Race/ethnicity,AI/AN,All ages,185,469.6,
Alpine,2015,Race/ethnicity,AI/AN,All ages,0,0,
Amador,2015,Race/ethnicity,AI/AN,All ages,0,0,
Butte,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2015,Race/ethnicity,AI/AN,All ages,13,50.9,
Del Norte,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2015,Race/ethnicity,AI/AN,All ages,11,,Rate not available due to statistical instability
Glenn,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2015,Race/ethnicity,AI/AN,All ages,49,70.4,
Imperial,2015,Race/ethnicity,AI/AN,All ages,0,0,
Inyo,2015,Race/ethnicity,AI/AN,All ages,12,71.6,
Kern,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2015,Race/ethnicity,AI/AN,All ages,51,26.1,
Madera,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2015,Race/ethnicity,AI/AN,All ages,19,56.8,
Merced,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2015,Race/ethnicity,AI/AN,All ages,0,0,
Monterey,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2015,Race/ethnicity,AI/AN,All ages,0,0,
Nevada,2015,Race/ethnicity,AI/AN,All ages,0,0,
Orange,2015,Race/ethnicity,AI/AN,All ages,13,23.7,
Placer,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
